2022-12-22 13:14:783 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:16:647 INFO  CheckoutPage :161 - Enter cityLondonto field [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> id: input-payment-city]
2022-12-22 13:16:984 INFO  CheckoutPage :167 - Enter psotcodeAB12CDto field [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> id: input-payment-postcode]
2022-12-22 13:16:298 INFO  CheckoutPage :173 - Enter countryUnited Statesto field [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> id: input-payment-country]
2022-12-22 13:16:616 INFO  CheckoutPage :179 - Enter regionArizonato field [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> id: input-payment-zone]
2022-12-22 13:16:708 INFO  CheckoutPage :107 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:16:966 INFO  CheckoutPage :185 - Enter commentComment About Orderto field [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> name: comment]
2022-12-22 13:16:83 INFO  CheckoutPage :191 - Clicking on terms and conditions box [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> name: agree]
2022-12-22 13:16:221 INFO  CheckoutPage :113 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (03b2f680f2f09afe5a399b2aed7ed2c8)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:16:02 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:17:599 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: firstname]
2022-12-22 13:17:683 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: lastname]
2022-12-22 13:17:781 INFO  RegisterPage :74 - Enter emailpriyapatel1@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: email]
2022-12-22 13:17:854 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: telephone]
2022-12-22 13:17:929 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: password]
2022-12-22 13:17:08 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: confirm]
2022-12-22 13:17:90 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: newsletter]
2022-12-22 13:17:149 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> name: agree]
2022-12-22 13:17:208 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (ad5297fbe4b5d6510a0e061198c1e5d8)] -> xpath: //input[@type='submit']]
2022-12-22 13:17:563 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:17:845 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:17:447 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: firstname]
2022-12-22 13:17:530 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: lastname]
2022-12-22 13:17:627 INFO  RegisterPage :74 - Enter emailpriyapatel7@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: email]
2022-12-22 13:17:713 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: telephone]
2022-12-22 13:17:789 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: password]
2022-12-22 13:17:870 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: confirm]
2022-12-22 13:17:949 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: newsletter]
2022-12-22 13:17:01 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> name: agree]
2022-12-22 13:17:57 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (c1dacf41be747b6b07450c673dd7e8fc)] -> xpath: //input[@type='submit']]
2022-12-22 13:17:417 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:17:694 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:17:06 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (7f8652c6f28bdd81fe7ecaefd86f0c04)] -> id: input-sort]
2022-12-22 13:17:35 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (7f8652c6f28bdd81fe7ecaefd86f0c04)] -> id: input-sort]
2022-12-22 13:22:289 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:22:479 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (d0dd8a1de5d2715ad14a0438fad71317)] -> id: input-sort]
2022-12-22 13:22:556 INFO  DesktopPage :54 - selectName (A - Z)from[[ChromeDriver: chrome on WINDOWS (d0dd8a1de5d2715ad14a0438fad71317)] -> id: input-sort]
2022-12-22 13:22:995 INFO  DesktopPage :59 - Clicking on product HPLP3065 [[ChromeDriver: chrome on WINDOWS (d0dd8a1de5d2715ad14a0438fad71317)] -> xpath: //a[contains(text(),'HP LP3065')]]
2022-12-22 13:22:65 INFO  ShoppingCartPage :58 - Verifying if success message contains Shopping Cart
2022-12-22 13:22:139 INFO  ShoppingCartPage :67 - Verifying if success message contains 2022-11-30
2022-12-22 13:22:183 INFO  ShoppingCartPage :72 - getting text of model selected
2022-12-22 13:22:211 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:22:152 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:22:487 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-sort]
2022-12-22 13:22:566 INFO  DesktopPage :54 - selectPrice (High > Low)from[[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-sort]
2022-12-22 13:22:944 INFO  LaptopAndNoteBookPage :77 - Clicking on macbook [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> link text: MacBook]
2022-12-22 13:22:84 INFO  MacBookPage :30 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //h1[contains(text(),'MacBook')]]
2022-12-22 13:22:682 INFO  ShoppingCartPage :53 - Verifying if success message contains Shopping Cart
2022-12-22 13:22:739 INFO  CheckoutPage :77 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //div[@class='table-responsive']//a[text()='MacBook']]
2022-12-22 13:22:756 INFO  ShoppingCartPage :84 - clear quantity and add quantity of 2
2022-12-22 13:22:860 INFO  ShoppingCartPage :90 - clicking on update cart
2022-12-22 13:22:160 INFO  ShoppingCartPage :95 - Verifying if success message contains Success: You have added HP LP3065 to your shopping cart!
2022-12-22 13:22:203 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:22:817 INFO  ShoppingCartPage :100 - Clicking on checkout Button [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> css selector: a.btn.btn-primary]
2022-12-22 13:22:157 INFO  CheckoutPage :82 - Getting checkout text [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //h1[contains(text(),'Checkout')]]
2022-12-22 13:22:216 INFO  CheckoutPage :88 - Getting new customer text [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //h2[contains(text(),'New Customer')]]
2022-12-22 13:22:246 INFO  CheckoutPage :94 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:22:402 INFO  CheckoutPage :100 - Clicking on continue button [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //input[@id='button-account']]
2022-12-22 13:22:03 INFO  CheckoutPage :131 - Enter namePriyankato first name field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-firstname]
2022-12-22 13:22:346 INFO  CheckoutPage :137 - Enter namePatelto last name field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-lastname]
2022-12-22 13:22:634 INFO  CheckoutPage :143 - Enter emailpriyankato email field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-email]
2022-12-22 13:22:968 INFO  CheckoutPage :149 - Enter telephone03562835284to field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-telephone]
2022-12-22 13:22:295 INFO  CheckoutPage :155 - Enter address10 XYZ Roadto field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-address-1]
2022-12-22 13:22:616 INFO  CheckoutPage :161 - Enter cityLondonto field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-city]
2022-12-22 13:22:919 INFO  CheckoutPage :167 - Enter psotcodeAB12CDto field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-postcode]
2022-12-22 13:22:196 INFO  CheckoutPage :173 - Enter countryUnited Statesto field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-country]
2022-12-22 13:22:520 INFO  CheckoutPage :179 - Enter regionArizonato field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> id: input-payment-zone]
2022-12-22 13:22:606 INFO  CheckoutPage :107 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:22:877 INFO  CheckoutPage :185 - Enter commentComment About Orderto field [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> name: comment]
2022-12-22 13:22:993 INFO  CheckoutPage :191 - Clicking on terms and conditions box [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> name: agree]
2022-12-22 13:22:149 INFO  CheckoutPage :113 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (2c3937851e253263164259ab1342b312)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:22:130 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:23:734 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: firstname]
2022-12-22 13:23:821 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: lastname]
2022-12-22 13:23:912 INFO  RegisterPage :74 - Enter emailpriyapatel1@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: email]
2022-12-22 13:23:987 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: telephone]
2022-12-22 13:23:55 INFO  RegisterPage :85 - Enter passwordpriyapassword2to field [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: password]
2022-12-22 13:23:129 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: confirm]
2022-12-22 13:23:205 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: newsletter]
2022-12-22 13:23:262 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> name: agree]
2022-12-22 13:23:317 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (a349a14402cb06805b53c1d284372506)] -> xpath: //input[@type='submit']]
2022-12-22 13:23:651 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:23:990 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:23:701 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: firstname]
2022-12-22 13:23:784 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: lastname]
2022-12-22 13:23:865 INFO  RegisterPage :74 - Enter emailpriyapatel02@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: email]
2022-12-22 13:23:951 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: telephone]
2022-12-22 13:23:23 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: password]
2022-12-22 13:23:98 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: confirm]
2022-12-22 13:23:171 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: newsletter]
2022-12-22 13:23:235 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> name: agree]
2022-12-22 13:23:285 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> xpath: //input[@type='submit']]
2022-12-22 13:23:699 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:23:750 INFO  RegisterPage :117 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> xpath: //a[@class='btn btn-primary']]
2022-12-22 13:23:27 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:23:443 INFO  LogoutPage :22 - Getting logout text [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> xpath: //h1[contains(text(),'Account Logout')]]
2022-12-22 13:23:478 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (479b839f2c813dc5dfc7ac22cd5eba7c)] -> xpath: //a[text()='Continue']]
2022-12-22 13:23:738 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:23:185 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (e6b51b913c19eb76cd39b45af5faf9b3)] -> id: input-sort]
2022-12-22 13:23:216 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (e6b51b913c19eb76cd39b45af5faf9b3)] -> id: input-sort]
2022-12-22 13:26:483 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:26:912 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (aaa62f58ac795be61b16178e90265464)] -> id: input-sort]
2022-12-22 13:26:988 INFO  DesktopPage :54 - selectName (A - Z)from[[ChromeDriver: chrome on WINDOWS (aaa62f58ac795be61b16178e90265464)] -> id: input-sort]
2022-12-22 13:26:386 INFO  DesktopPage :59 - Clicking on product HPLP3065 [[ChromeDriver: chrome on WINDOWS (aaa62f58ac795be61b16178e90265464)] -> xpath: //a[contains(text(),'HP LP3065')]]
2022-12-22 13:26:241 INFO  ShoppingCartPage :58 - Verifying if success message contains Shopping Cart
2022-12-22 13:26:307 INFO  ShoppingCartPage :67 - Verifying if success message contains 2022-11-30
2022-12-22 13:26:340 INFO  ShoppingCartPage :72 - getting text of model selected
2022-12-22 13:26:368 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:26:885 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:26:157 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-sort]
2022-12-22 13:26:241 INFO  DesktopPage :54 - selectPrice (High > Low)from[[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-sort]
2022-12-22 13:26:609 INFO  LaptopAndNoteBookPage :77 - Clicking on macbook [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> link text: MacBook]
2022-12-22 13:26:669 INFO  MacBookPage :30 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //h1[contains(text(),'MacBook')]]
2022-12-22 13:26:297 INFO  ShoppingCartPage :53 - Verifying if success message contains Shopping Cart
2022-12-22 13:26:354 INFO  CheckoutPage :77 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //div[@class='table-responsive']//a[text()='MacBook']]
2022-12-22 13:26:371 INFO  ShoppingCartPage :84 - clear quantity and add quantity of 2
2022-12-22 13:26:474 INFO  ShoppingCartPage :90 - clicking on update cart
2022-12-22 13:26:768 INFO  ShoppingCartPage :95 - Verifying if success message contains Success: You have added HP LP3065 to your shopping cart!
2022-12-22 13:26:819 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:26:400 INFO  ShoppingCartPage :100 - Clicking on checkout Button [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> css selector: a.btn.btn-primary]
2022-12-22 13:26:689 INFO  CheckoutPage :82 - Getting checkout text [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //h1[contains(text(),'Checkout')]]
2022-12-22 13:26:764 INFO  CheckoutPage :88 - Getting new customer text [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //h2[contains(text(),'New Customer')]]
2022-12-22 13:26:794 INFO  CheckoutPage :94 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:26:935 INFO  CheckoutPage :100 - Clicking on continue button [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //input[@id='button-account']]
2022-12-22 13:26:537 INFO  CheckoutPage :131 - Enter namePriyankato first name field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-firstname]
2022-12-22 13:26:860 INFO  CheckoutPage :137 - Enter namePatelto last name field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-lastname]
2022-12-22 13:26:209 INFO  CheckoutPage :143 - Enter emailpriyankato email field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-email]
2022-12-22 13:26:564 INFO  CheckoutPage :149 - Enter telephone03562835284to field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-telephone]
